Customer_ID,Age,Monthly_Income,Monthly_Spending,Number_of_Purchases,Website_Visits,Support_Calls,Payment_Method,Region,Previous_Campaign_Response,Churn
C0254,35,,224.49,7,12,3,Card,Matabeleland North,No,Yes
C0058,38,908.74,320.03,7,15,3,Card,Mashonaland Central,No,No
C0161,41,895.93,156.95,7,6,2,Mobile Money,Mashonaland East,Yes,No
C0389,41,1840.68,293.67,5,3,5,Mobile Money,Harare,No,Yes
C0456,19,1551.63,30.0,6,13,2,Mobile Money,Bulawayo,No,No
C0204,37,1434.37,260.1,6,19,4,Card,Mashonaland West,No,No
C0328,33,730.58,158.98,5,24,2,Mobile Money,Matabeleland South,No,No
C0276,30,1595.94,194.4,11,16,1,Card,Mashonaland East,No,No
C0128,51,936.1,361.3,6,16,1,,Matabeleland South,No,No
C0190,41,1427.83,274.72,3,15,1,Mobile Money,Harare,No,No
C0432,42,1069.13,160.33,9,13,5,Bank Transfer,Harare,Yes,No
C0157,30,559.76,166.48,11,13,2,Cash,Manicaland,Yes,No
C0199,36,1166.43,298.01,6,13,2,Card,Mashonaland West,No,No
C0132,24,1032.29,140.97,7,13,1,Mobile Money,Bulawayo,Yes,No
C0345,32,1491.42,158.74,8,11,3,Bank Transfer,Manicaland,Yes,No
C0274,40,1008.44,541.47,11,9,3,Card,Mashonaland West,No,No
C0137,43,1102.06,250.36,7,6,4,Card,Manicaland,No,No
C0032,49,1597.84,382.75,5,18,2,Card,Midlands,No,Yes
C0077,33,1073.79,376.52,6,16,4,Card,Harare,No,No
C0235,56,905.29,,10,8,3,Cash,Matabeleland North,No,Yes
C0219,19,1410.9,424.65,4,6,1,Card,Mashonaland West,No,No
C0488,50,2172.16,366.44,13,12,1,Card,Midlands,No,No
C0279,25,1222.19,277.92,12,8,3,Bank Transfer,Mashonaland Central,Yes,No
C0127,37,1209.32,262.43,6,14,4,Card,Matabeleland South,Yes,No
C0182,41,1373.01,248.87,5,13,3,Bank Transfer,Harare,Yes,Yes
C0472,36,1822.18,487.51,5,5,2,Card,Mashonaland Central,No,No
C0367,29,,225.91,7,12,0,Card,Midlands,Yes,No
C0494,44,1339.71,187.42,12,15,0,Bank Transfer,Manicaland,No,No
C0382,25,1900.82,226.33,3,14,4,Mobile Money,Matabeleland North,Yes,No
C0173,28,972.92,404.87,2,9,5,Mobile Money,Mashonaland West,No,Yes
C0108,40,2122.48,133.39,10,12,2,Cash,Mashonaland Central,No,No
C0017,31,705.33,30.0,7,11,2,Bank Transfer,Bulawayo,No,No
C0463,25,1771.46,228.86,8,13,0,Bank Transfer,Masvingo,No,No
C0088,33,350.0,104.62,5,6,2,Card,Mashonaland East,Yes,No
C0275,34,1838.94,242.93,7,13,3,Mobile Money,Harare,No,No
C0492,26,1031.23,259.59,5,10,4,Card,Mashonaland East,No,No
C0011,42,1342.19,200.01,7,12,3,Card,Mashonaland East,No,No
C0309,28,1436.73,243.68,7,11,3,Card,Mashonaland East,No,No
C0404,41,1424.48,102.36,11,15,7,Card,Mashonaland West,No,Yes
C0184,28,1276.4,268.33,5,11,9,Card,Matabeleland North,No,Yes
C0095,36,1039.97,178.75,11,10,2,Mobile Money,Mashonaland West,No,No
C0484,44,1101.27,421.03,10,13,3,Mobile Money,Harare,Yes,No
C0129,32,1442.57,362.89,10,14,5,Mobile Money,Midlands,No,No
C0341,31,,306.88,7,16,2,Mobile Money,Mashonaland East,Yes,No
C0245,24,1601.62,289.97,6,10,4,Mobile Money,Mashonaland West,No,No
C0498,24,350.0,383.5,4,12,3,Mobile Money,Matabeleland South,No,Yes
C0455,47,1518.72,308.24,11,13,1,Mobile Money,Midlands,Yes,No
C0500,50,1161.71,374.27,11,12,2,Mobile Money,Mashonaland West,No,No
C0395,41,1783.79,122.17,3,10,7,Bank Transfer,Matabeleland North,No,No
C0388,33,1028.38,2500.0,7,11,2,Mobile Money,Midlands,No,No
C0025,41,1440.44,461.47,7,13,1,Card,Midlands,No,No
C0200,36,1396.7,437.58,8,12,2,Mobile Money,Masvingo,No,No
C0307,34,908.54,,4,7,4,Cash,Mashonaland West,No,Yes
C0294,28,1591.65,184.14,6,11,1,Card,Mashonaland East,No,No
C0194,38,760.85,184.36,5,13,2,Mobile Money,Matabeleland South,No,No
C0107,35,1195.31,294.95,12,10,4,Mobile Money,Harare,Yes,No
C0356,54,890.1,70.08,4,11,5,Card,Mashonaland East,No,Yes
C0091,41,794.13,191.76,7,8,5,Mobile Money,Matabeleland North,No,No
C0452,27,855.26,297.73,11,11,1,Mobile Money,Matabeleland North,Yes,No
C0247,34,2058.74,432.76,8,7,1,Bank Transfer,Manicaland,No,No
C0312,41,,324.86,3,10,2,Card,Matabeleland South,No,No
C0043,27,745.52,239.14,5,15,2,Card,Mashonaland West,No,No
C0319,44,350.0,270.71,8,13,3,Mobile Money,Mashonaland West,Yes,No
C0471,46,1414.28,30.0,10,9,4,Mobile Money,Matabeleland North,No,No
C0393,19,1452.7,297.28,7,19,4,Mobile Money,Matabeleland North,No,No
C0082,28,1153.2,288.01,10,15,3,Card,Bulawayo,No,No
C0249,34,762.01,284.42,7,14,4,Bank Transfer,Matabeleland North,No,No
C0123,28,1408.93,400.83,7,11,2,Cash,Matabeleland North,No,No
C0061,25,2535.23,453.42,8,8,1,Cash,Matabeleland South,No,Yes
C0106,37,1313.25,270.89,6,14,3,Cash,Manicaland,No,Yes
C0171,39,1788.77,203.97,8,13,1,Bank Transfer,Masvingo,No,No
C0022,42,1030.9,235.81,9,12,2,Bank Transfer,Masvingo,Yes,No
C0240,56,732.17,218.52,7,13,3,Card,Manicaland,No,No
C0065,26,2356.99,301.69,6,13,0,Mobile Money,Harare,No,Yes
C0385,36,2087.11,327.57,10,8,2,Card,Mashonaland Central,No,Yes
C0412,34,969.9,359.73,7,19,1,Card,Matabeleland South,No,Yes
C0338,29,903.71,298.43,9,12,2,Card,Mashonaland Central,No,No
C0363,28,1172.12,120.7,4,12,2,Mobile Money,Mashonaland East,No,No
C0284,21,1650.67,177.79,7,8,2,Card,Manicaland,No,No
C0421,28,350.0,309.01,9,13,2,Card,Mashonaland East,No,No
C0075,46,1392.17,276.07,9,14,4,Cash,Bulawayo,No,No
C0051,51,1176.93,244.85,9,10,3,Cash,Mashonaland West,No,No
C0497,26,1458.97,223.06,2,13,3,Card,Manicaland,No,Yes
C0126,49,946.43,215.13,11,20,1,Card,Bulawayo,No,No
C0427,36,1514.9,351.16,5,8,2,Card,Harare,No,Yes
C0261,36,740.26,185.46,7,17,1,Mobile Money,Matabeleland South,No,No
C0146,51,576.41,178.94,9,5,1,Card,Matabeleland South,No,No
C0236,23,1545.63,153.78,7,6,3,Mobile Money,Bulawayo,Yes,Yes
C0383,18,1769.88,201.79,3,14,5,Card,Bulawayo,Yes,No
C0457,28,945.01,327.42,3,16,3,Cash,Mashonaland East,No,No
C0259,43,1829.27,328.46,8,13,0,Mobile Money,Mashonaland East,No,No
C0191,36,1336.34,501.88,10,5,2,Card,Manicaland,Yes,No
C0419,40,1063.06,,5,13,4,Card,Matabeleland South,Yes,Yes
C0357,24,1170.71,211.28,10,8,1,Bank Transfer,Masvingo,No,No
C0306,52,860.57,199.53,5,11,3,Bank Transfer,Manicaland,Yes,No
C0281,50,1336.3,187.13,8,6,2,Cash,Mashonaland East,No,No
C0187,43,1707.67,339.27,11,9,2,Bank Transfer,Harare,Yes,No
C0163,44,,217.05,9,8,3,Bank Transfer,Manicaland,No,No
C0089,26,1615.94,394.11,2,11,2,Card,Mashonaland East,No,No
C0053,28,1077.38,299.73,9,11,3,Mobile Money,Midlands,No,No
C0332,40,,439.01,11,14,2,Cash,Manicaland,No,No
C0426,24,959.22,329.63,7,12,1,Mobile Money,Mashonaland East,Yes,No
C0378,44,1288.35,448.57,10,7,3,Mobile Money,Matabeleland South,No,Yes
C0063,25,350.0,347.28,8,11,3,Mobile Money,Mashonaland West,No,No
C0185,43,1137.76,324.08,3,17,3,Mobile Money,Mashonaland West,Yes,No
C0434,39,1198.96,365.72,9,10,1,Mobile Money,Mashonaland West,No,No
C0348,34,1366.69,280.56,6,15,4,Card,Masvingo,No,No
C0116,52,1253.58,185.29,4,10,2,Mobile Money,Midlands,No,Yes
C0115,35,1012.97,105.32,8,13,1,Card,Bulawayo,Yes,No
C0361,55,350.0,334.28,9,11,4,Mobile Money,Manicaland,Yes,No
C0415,48,1098.89,375.39,10,12,9,Mobile Money,Matabeleland South,No,No
C0453,25,1495.05,399.48,14,16,2,Card,Manicaland,Yes,No
C0407,40,1695.4,363.44,7,18,1,Card,Harare,No,No
C0047,57,1579.03,196.69,1,8,4,Card,Matabeleland North,Yes,No
C0299,43,1025.05,260.09,8,14,2,Bank Transfer,Mashonaland West,Yes,No
C0417,40,1094.91,207.97,7,13,0,Cash,Masvingo,Yes,No
C0054,45,,391.53,6,13,1,Card,Mashonaland East,Yes,No
C0141,50,1203.71,340.55,10,8,1,Mobile Money,Midlands,Yes,No
C0181,46,1115.45,194.97,7,8,5,Card,Bulawayo,No,No
C0005,41,25000.0,139.43,7,11,2,Card,Masvingo,Yes,No
C0470,36,545.1,175.59,7,12,1,Mobile Money,Midlands,No,No
C0066,48,1276.11,439.66,11,10,4,Card,Bulawayo,No,Yes
C0336,31,350.0,108.67,8,7,1,Mobile Money,Matabeleland South,No,No
C0170,49,1077.74,332.57,8,11,2,Mobile Money,Bulawayo,Yes,No
C0296,34,1722.01,30.0,6,9,0,Card,Matabeleland South,No,No
C0322,34,398.91,412.32,9,10,5,Card,Matabeleland South,No,No
C0290,28,1622.1,334.16,13,20,3,Bank Transfer,Harare,Yes,No
C0027,28,591.56,323.27,8,16,2,Card,Masvingo,No,No
C0179,35,1654.84,322.23,7,10,3,Mobile Money,Matabeleland South,Yes,Yes
C0164,26,1705.01,87.41,9,14,1,Mobile Money,Masvingo,Yes,No
C0499,41,1373.72,261.56,5,13,3,Mobile Money,Mashonaland East,No,Yes
C0410,25,1738.99,206.97,10,10,3,Mobile Money,Bulawayo,No,No
C0218,29,871.78,273.85,5,11,2,Card,Mashonaland East,Yes,No
C0301,35,1641.66,294.37,7,13,3,Mobile Money,Bulawayo,No,Yes
C0437,36,714.04,337.78,10,14,2,Card,Matabeleland South,No,No
C0351,24,752.29,244.7,12,13,3,Mobile Money,Mashonaland West,No,No
C0344,39,1817.45,327.42,9,12,4,Cash,Matabeleland North,Yes,No
C0150,37,842.25,259.47,8,7,5,Mobile Money,Mashonaland Central,No,No
C0353,52,1976.27,318.81,5,16,1,Mobile Money,Mashonaland Central,No,No
C0476,28,1174.65,182.53,12,7,5,Card,Bulawayo,No,No
C0035,26,710.27,181.0,10,11,3,Cash,Manicaland,Yes,No
C0337,42,703.0,173.03,10,13,1,Cash,Matabeleland North,Yes,No
C0111,27,602.4,257.8,6,11,1,Mobile Money,Mashonaland Central,Yes,No
C0228,28,1096.68,402.46,13,7,3,Card,Matabeleland North,No,No
C0315,37,536.36,190.5,14,14,2,Card,Matabeleland South,No,No
C0428,23,907.42,248.01,3,11,2,Card,Manicaland,No,No
C0323,38,1623.81,549.14,6,10,4,Card,Matabeleland South,No,No
C0480,41,499.14,367.14,6,18,3,Card,Mashonaland East,No,No
C0151,24,1160.81,333.34,4,13,4,Card,Matabeleland South,Yes,No
C0143,36,776.47,193.19,7,19,1,Mobile Money,Harare,No,No
C0272,50,644.41,177.16,12,7,5,Card,Bulawayo,No,No
C0330,51,1210.56,232.94,4,10,6,Bank Transfer,Matabeleland South,No,No
C0001,27,2126.15,327.69,7,10,0,Cash,Bulawayo,No,Yes
C0303,46,1130.84,465.01,9,14,2,Mobile Money,Harare,No,No
C0175,26,,385.65,10,11,2,Card,Mashonaland Central,No,No
C0177,49,1357.2,313.29,10,9,1,Mobile Money,Harare,No,No
C0359,37,644.06,,9,8,4,Cash,Bulawayo,Yes,No
C0302,25,1224.18,302.23,10,4,1,Mobile Money,Matabeleland North,No,No
C0223,29,890.97,193.35,7,14,2,Bank Transfer,Harare,No,Yes
C0241,60,1775.49,305.47,1,11,0,Card,Masvingo,No,No
C0156,21,932.12,295.74,7,20,4,Mobile Money,Mashonaland West,No,No
C0143,36,776.47,193.19,7,19,1,Mobile Money,Harare,No,No
C0288,36,1142.95,253.06,6,15,2,Card,Masvingo,Yes,No
C0373,34,440.59,382.22,6,11,2,Card,Matabeleland South,No,No
C0186,46,1373.96,286.28,8,8,2,Mobile Money,Bulawayo,Yes,No
C0238,43,18000.0,126.11,10,10,2,Mobile Money,Midlands,No,No
C0147,50,1268.48,304.57,7,12,2,Card,Mashonaland Central,Yes,No
C0331,30,1382.82,189.2,9,9,3,Mobile Money,Bulawayo,Yes,No
C0105,49,1081.74,291.08,5,12,3,Mobile Money,Mashonaland Central,No,No
C0010,33,1617.54,221.36,9,16,6,Card,Harare,No,Yes
C0380,44,882.15,167.53,4,18,4,Cash,Matabeleland South,Yes,No
C0377,33,765.15,163.99,10,6,3,Card,Masvingo,No,Yes
C0167,43,440.17,135.19,8,13,5,Card,Matabeleland South,Yes,Yes
C0148,41,1135.29,153.43,6,17,3,Mobile Money,Manicaland,Yes,No
C0403,36,1077.76,294.12,5,10,2,Mobile Money,Midlands,No,No
C0014,34,1214.62,408.48,8,12,1,Mobile Money,Midlands,Yes,No
C0371,27,594.29,509.95,12,10,2,Card,Mashonaland West,Yes,No
C0121,46,1519.64,365.44,9,14,2,Mobile Money,Matabeleland North,No,No
C0346,33,1761.87,166.56,9,16,3,Card,Mashonaland West,No,No
C0224,30,878.06,318.36,9,15,1,Mobile Money,Mashonaland West,No,No
C0287,37,1095.61,145.55,5,15,2,Mobile Money,Manicaland,Yes,No
C0239,40,1842.34,353.81,4,15,3,Mobile Money,Bulawayo,No,No
C0244,24,350.0,276.4,6,7,1,Card,Masvingo,No,No
C0037,30,1012.98,392.57,4,12,4,Bank Transfer,Matabeleland South,Yes,No
C0229,24,1386.9,336.4,5,16,5,Cash,Matabeleland North,No,No
C0069,23,1734.77,318.01,4,6,5,Card,Mashonaland Central,No,Yes
C0233,50,1055.71,172.59,7,12,4,Cash,Mashonaland West,Yes,No
C0268,22,1444.88,680.02,7,11,4,Bank Transfer,Midlands,Yes,No
C0282,35,924.38,383.56,6,12,6,Card,Matabeleland North,Yes,Yes
C0119,44,564.91,130.73,5,17,2,Mobile Money,Mashonaland Central,No,No
C0130,24,1650.89,386.05,5,13,0,Mobile Money,Mashonaland Central,Yes,No
C0314,34,841.85,242.04,8,16,3,Card,Midlands,Yes,No
C0083,36,1031.05,370.44,6,10,3,Mobile Money,Bulawayo,No,Yes
C0180,54,2117.94,261.53,14,10,1,Card,Matabeleland South,No,No
C0493,22,1643.33,202.96,5,15,1,Card,Matabeleland North,No,No
C0411,30,421.83,139.7,7,13,5,Bank Transfer,Matabeleland South,No,No
C0469,21,1463.95,351.13,5,16,3,Bank Transfer,Matabeleland South,No,No
C0046,42,1304.66,351.67,10,12,3,Bank Transfer,Mashonaland Central,No,No
C0368,40,1959.57,179.98,11,17,4,Mobile Money,Bulawayo,No,No
C0298,65,1357.22,258.09,2,15,0,Mobile Money,Matabeleland North,No,No
C0242,45,1294.4,335.75,10,11,1,Card,Masvingo,Yes,No
C0468,18,733.99,335.15,10,7,2,Mobile Money,Mashonaland Central,No,No
C0193,43,1195.22,512.47,1,11,3,Bank Transfer,Mashonaland Central,No,No
C0225,39,2088.95,206.75,4,16,1,Mobile Money,Matabeleland North,Yes,No
C0154,26,1320.03,212.58,7,15,2,Mobile Money,Matabeleland North,No,No
C0390,41,1699.44,290.47,11,12,2,Mobile Money,Matabeleland North,No,No
C0188,33,817.92,234.19,10,19,2,Mobile Money,Mashonaland Central,Yes,No
C0094,22,879.87,337.61,7,13,2,Mobile Money,Mashonaland Central,No,Yes
C0124,45,1247.13,,8,12,2,Cash,Mashonaland Central,Yes,No
C0326,33,1171.47,276.93,16,8,1,Card,Bulawayo,No,No
C0168,42,1574.04,302.76,4,12,1,Mobile Money,Mashonaland West,No,Yes
C0060,29,1221.96,139.98,5,11,0,Mobile Money,Mashonaland Central,No,No
C0049,61,585.38,,6,12,1,Mobile Money,Midlands,No,No
C0232,51,1689.02,433.56,4,12,1,Card,Harare,Yes,No
C0203,35,955.75,354.81,10,28,1,Cash,Harare,No,No
C0220,24,638.76,313.81,10,17,1,Mobile Money,Mashonaland East,No,No
C0052,43,350.0,333.92,6,9,1,Cash,Midlands,Yes,No
C0118,43,1495.5,398.22,10,14,2,Mobile Money,Mashonaland Central,Yes,No
C0473,36,1079.33,187.42,4,15,2,Mobile Money,Manicaland,No,No
C0071,18,1327.19,259.29,5,11,3,Mobile Money,Matabeleland South,No,No
C0320,29,535.24,251.67,8,16,6,Card,Midlands,No,No
C0021,30,1616.57,135.76,6,11,2,Mobile Money,Harare,No,No
C0210,36,1901.11,542.07,8,12,5,Card,Harare,No,No
C0267,18,1048.13,416.53,9,17,2,Mobile Money,Mashonaland Central,No,No
